"number","year","vom","latitude","longitude","sd","chu","silk_chu","total_chu","silking_date","Mean_PP_Month_1","Mean_PP_Month_2","Mean_PP_Month_3","Mean_PP_Month_4","Mean_PP_Month_5","Mean_PP_Month_6","Mean_PP_Month_7","Mean_Rad_Month_1","Mean_Rad_Month_2","Mean_Rad_Month_3","Mean_Rad_Month_4","Mean_Rad_Month_5","Mean_Rad_Month_6","Mean_Rad_Month_7","Mean_SWE_Month_1","Mean_SWE_Month_2","Mean_SWE_Month_3","Mean_SWE_Month_4","Mean_SWE_Month_5","Mean_VPD_Month_1","Mean_VPD_Month_2","Mean_VPD_Month_3","Mean_VPD_Month_4","Mean_VPD_Month_5","Mean_VPD_Month_6","Mean_VPD_Month_7","Mean_Tmean_Month_1","Mean_Tmean_Month_2","Mean_Tmean_Month_3","Mean_Tmean_Month_4","Mean_Tmean_Month_5","Mean_Tmean_Month_6","Mean_Tmean_Month_7","Sum_EPE_i_Month_1","Sum_EPE_i_Month_2","Sum_EPE_i_Month_3","Sum_EPE_i_Month_4","Sum_EPE_i_Month_5","Sum_EPE_i_Month_6","Sum_EPE_i_Month_7","Sum_ETE_i_Month_1","Sum_ETE_i_Month_2","Sum_ETE_i_Month_3","Sum_ETE_i_Month_4","Sum_ETE_i_Month_5","Sum_ETE_i_Month_6","Sum_ETE_i_Month_7"
13,2011,0.53,42.619744,-80.371347,NA,NA,NA,3853.8631068,NA,2.15129032258065,3.62642857142857,4.04290322580645,4.921,5.09935483870968,2.04733333333333,1.45,5.84599873691935,10.4051970932643,14.0702465523032,17.1779503835367,18.9051325072581,20.4312850749533,20.6799957062581,20.5941935483871,69.3871428571429,72.6793548387097,14.8586666666667,0,0.317916451612903,0.346883214285714,0.479869032258065,0.757443,1.21203806451613,1.632268,2.18405677419355,-6.04322580645161,-4.11642857142857,0.00225806451612898,7.12333333333333,13.9824193548387,18.7828333333333,23.6838709677419,0,0,1,0,1,0,1,0,0,0,0,0,1,8
14,2011,0.72,43.550683,-80.712617,NA,NA,NA,3353.332371,NA,2.45967741935484,2.65357142857143,3.72451612903226,3.91666666666667,4.55451612903226,3.49433333333333,1.16483870967742,6.01980770671613,9.80888501536786,15.6472612182581,19.4005308359367,18.9984679168613,21.5342787017067,22.053473247,32.9232258064516,92.0914285714286,120.403225806452,77.4903333333333,2.98258064516129,0.247995483870968,0.281720714285714,0.38537,0.658398666666667,1.15757161290323,1.39749333333333,1.79217580645161,-8.88822580645161,-6.87321428571429,-2.53645161290323,5.83883333333333,13.4058064516129,17.328,22.0712903225806,0,0,0,0,0,0,0,0,0,0,0,1,1,9
15,2011,0.35,42.94667,-79.95133,NA,NA,NA,3653.8043778,NA,2.42,3.21928571428571,4.17967741935484,4.37,5.05161290322581,2.066,1.4858064516129,6.02013499489355,10.2541510863036,14.9524766918226,18.3269651823933,19.0664027879097,20.9325623372833,21.8907654672645,32.9858064516129,95.7146428571429,104.700967741935,44.4633333333333,0,0.288981612903226,0.320674285714286,0.448671935483871,0.707215,1.14583064516129,1.56553733333333,2.0373935483871,-6.97387096774194,-5.05089285714286,-0.721774193548387,6.27416666666667,13.1664516129032,18.2575,23.061935483871,0,0,1,0,1,0,1,0,0,0,0,0,0,8
16,2011,0.46,43.52699,-80.1841,NA,NA,NA,3347.4881964,NA,2.1058064516129,3.1625,3.59225806451613,3.61466666666667,5.29258064516129,2.859,0.699354838709677,5.96111847451936,9.71583675543214,15.570717252471,19.47343980503,18.8101689261226,21.8823551472467,22.3903211912452,31.6887096774194,91.8175,113.622580645161,70.925,2.1058064516129,0.245901612903226,0.277488214285714,0.391807419354839,0.646427666666667,1.12034516129032,1.414396,1.79930516129032,-8.77741935483871,-6.64767857142857,-2.16338709677419,5.68216666666667,12.9622580645161,17.4675,22.2017741935484,0,0,0,0,0,0,0,0,0,0,0,1,1,10
17,2011,0.94,42.92865,-80.4209,NA,NA,NA,3639.032043,NA,1.98451612903226,2.70642857142857,3.68483870967742,4.846,4.55516129032258,2.02733333333333,2.04032258064516,6.13297693784194,10.0894564586893,15.128249890429,17.96671917784,18.8481590244194,21.5484747888133,21.5778833068839,23.4254838709677,76.9817857142857,89.47,32.237,0,0.277491290322581,0.312337142857143,0.439063225806452,0.711515666666667,1.17925935483871,1.53531033333333,1.97331580645161,-7.41370967741936,-5.37053571428571,-0.891774193548387,6.563,13.7837096774194,18.448,23.1675806451613,0,0,1,0,1,0,1,0,0,0,0,0,1,11
18,2011,0.26,42.9201,-80.23835,NA,NA,NA,3658.3044462,NA,2.15677419354839,3.11714285714286,3.74451612903226,4.49966666666667,4.69967741935484,1.902,2.1858064516129,5.9724729032,10.0716033753357,15.1315281848548,18.2128891446767,18.9828784609452,21.3056374073433,21.2962421948323,27.278064516129,85.4289285714286,98.5932258064516,39.059,0,0.283731290322581,0.317268571428571,0.445109677419355,0.711717666666667,1.16585064516129,1.55217633333333,2.01100225806452,-7.15112903225806,-5.15017857142857,-0.762741935483871,6.479,13.5401612903226,18.3893333333333,23.1587096774194,0,0,1,0,1,0,1,0,0,0,0,0,1,9
19,2011,0.2,43.00024,-79.56983,NA,NA,NA,3741.7733766,NA,2.11290322580645,3.03535714285714,4.72935483870968,4.938,4.96064516129032,2.11733333333333,1.3458064516129,6.0388443359,10.0532421164786,14.2309971105935,17.1261206841033,19.2393285730806,20.2622799334433,21.4257419303161,31.0403225806452,82.0482142857143,77.0187096774194,18.707,0,0.305113870967742,0.337065714285714,0.468407096774194,0.721612666666667,1.1515864516129,1.61354266666667,2.11178709677419,-6.4308064516129,-4.52857142857143,-0.279193548387097,6.51033333333333,13.1814516129032,18.5656666666667,23.3824193548387,0,0,1,0,1,0,0,0,0,0,0,0,0,10
20,2011,0.2,43.62244,-80.3772,NA,2650,1522.59589738959,3306.8535282,2011-07-20,2.09806451612903,2.45714285714286,3.35322580645161,3.43166666666667,4.65612903225806,3.21666666666667,0.88258064516129,5.9810643418129,10.035937193325,15.3140929553839,19.4950921899267,18.6868145274258,21.6859861334167,22.1927977409903,31.3751612903226,79.0685714285714,98.5529032258064,62.4566666666667,0.870967741935484,0.241383225806452,0.272263928571429,0.381569032258064,0.642381,1.12612129032258,1.381178,1.77398,-9.03612903225806,-6.97714285714286,-2.52758064516129,5.62433333333333,13.0109677419355,17.1666666666667,21.9641935483871,0,0,0,0,0,0,0,0,0,0,0,1,1,9
21,2011,0.2,43.13983,-79.8511,NA,NA,NA,3610.8976584,NA,1.76064516129032,2.645,4.15677419354839,4.64433333333333,5.41741935483871,2.19966666666667,1.58451612903226,6.11659182789032,10.2018246730429,14.6700860255065,17.3207447542167,19.1393676053129,21.0589759394633,21.9584855462452,23.1725806451613,72.6585714285714,81.2883870967742,25.8543333333333,0,0.282785806451613,0.317397857142857,0.44672935483871,0.700580333333333,1.13390161290323,1.563389,2.00824677419355,-7.18467741935484,-5.10696428571429,-0.731451612903226,6.19866666666667,12.9837096774194,18.43,23.2553225806452,0,0,1,0,1,0,0,0,0,0,0,1,1,12
22,2011,0.2,44.2303,-79.0997,NA,NA,NA,3399.5648796,NA,2.20709677419355,2.26071428571429,2.55645161290323,2.88133333333333,3.04258064516129,2.84833333333333,3.69322580645161,5.7329562150129,9.77522573217143,14.7041885861065,20.01746034036,19.2708242726452,21.5452633742433,20.971753227671,37.1896774193548,90.0203571428571,97.8567741935484,61.9863333333333,0.897741935483871,0.233824516129032,0.271921071428571,0.392533548387097,0.629924666666667,1.12591838709677,1.40206766666667,1.78741451612903,-9.74741935483871,-7.09982142857143,-2.33532258064516,5.60266666666667,13.3167741935484,17.4858333333333,21.7598387096774,0,0,0,0,1,0,2,0,0,0,0,0,1,7
23,2011,0.64,43.8421,-81.3177,NA,NA,NA,3354.7829988,NA,3.03322580645161,2.665,3.1441935483871,4.38333333333333,5.04774193548387,2.53966666666667,1.09612903225806,5.41542686374194,9.6320297911,15.4652643201484,19.7938497762,19.5962561540258,21.1965414294,21.3917427255548,40.04,110.896071428571,122.687741935484,75.3466666666667,2.49193548387097,0.265534193548387,0.298777142857143,0.393829032258065,0.662591333333333,1.13796129032258,1.379633,1.81764322580645,-8.29677419354839,-6.44160714285714,-2.55548387096774,5.73783333333333,13.1435483870968,16.8595,21.6172580645161,0,0,0,1,1,0,0,0,0,0,0,1,1,4
24,2011,0.2,43.8221,-81.2799,NA,NA,NA,3365.723139,NA,3.05483870967742,2.72285714285714,3.20935483870968,4.41233333333333,4.83129032258064,2.48033333333333,1.04838709677419,5.47994024103548,9.63897654156786,15.5030500817484,19.7246125890667,19.5877939510226,21.2111211230533,21.393614516771,40.4483870967742,111.637857142857,124.058709677419,76.638,2.66193548387097,0.265668709677419,0.299569285714286,0.394411935483871,0.665061666666667,1.14601258064516,1.38446133333333,1.82070096774194,-8.29370967741935,-6.43375,-2.54709677419355,5.77766666666667,13.2422580645161,16.9225,21.6553225806452,0,0,0,1,1,0,0,0,0,0,0,1,1,4
25,2011,0.2,43.9189,-81.2925,NA,NA,NA,3329.5853796,NA,3.00258064516129,2.68392857142857,3.07064516129032,4.32433333333333,4.92741935483871,2.56133333333333,1,5.36136618330323,9.59055236088571,15.439526244771,19.8671978346133,19.8792795402645,21.2392267944,21.5876761738097,39.5203225806452,113.516071428571,124.426129032258,77.776,3.24032258064516,0.263441290322581,0.297529642857143,0.391812580645161,0.657597,1.13229290322581,1.36310633333333,1.79624774193548,-8.40064516129032,-6.50964285714286,-2.6408064516129,5.65583333333333,13.0824193548387,16.7155,21.4577419354839,0,0,0,1,1,0,0,0,0,0,0,1,1,4
26,2011,0.2,44.17097,-79.7867,NA,NA,NA,3391.2715962,NA,1.1441935483871,1.41214285714286,2.45967741935484,2.96466666666667,2.84322580645161,1.37866666666667,1.64645161290323,6.20953536225161,9.85629262479286,14.2150213905903,18.8740247887933,19.3404673188161,22.4862388247167,21.1656385212419,16.3196774193548,40.4035714285714,43.2996774193548,10.6076666666667,0,0.242609677419355,0.273678214285714,0.396173548387097,0.612546333333333,1.10510967741935,1.339066,1.7550964516129,-9.05258064516129,-6.69642857142857,-2.2208064516129,5.60683333333333,13.2225806451613,17.2846666666667,22.2941935483871,0,0,0,0,1,0,0,0,0,0,0,1,1,10
27,2011,0.34,44.13685,-79.2891,NA,NA,NA,3456.3192528,NA,2.04096774193548,1.91571428571429,2.69870967741935,2.90666666666667,3.30290322580645,3.34866666666667,2.84225806451613,5.73979168370968,9.82674851666786,14.6371050504677,19.4917444682133,18.8220615152258,21.4159861582933,20.946293695771,30.6538709677419,77.3203571428571,82.6709677419355,44.0416666666667,0,0.244028064516129,0.280573571428571,0.400434193548387,0.641497333333333,1.13785677419355,1.43969633333333,1.84451064516129,-9.19983870967742,-6.72767857142857,-2.04725806451613,5.83466666666667,13.4401612903226,17.7266666666667,22.1977419354839,0,0,0,0,1,0,2,0,0,0,0,1,1,7
28,2011,0.2,43.98244,-80.7023,NA,NA,NA,3178.2564462,NA,3.00903225806452,3.73285714285714,3.07032258064516,3.75166666666667,3.90870967741935,2.45433333333333,1.57483870967742,5.62414314158387,9.52019116700714,16.0284395993161,20.6680633612833,20.7420665705097,21.7678031536033,21.7614055891774,51.181935483871,135.981071428571,178.292580645161,146.949,37.5987096774194,0.233418709677419,0.265550714285714,0.362690322580645,0.620359333333333,1.09876548387097,1.304555,1.6917835483871,-9.69467741935484,-7.53160714285714,-3.28048387096774,5.13316666666667,12.7217741935484,16.3871666666667,21.1527419354839,0,0,0,0,1,0,0,0,0,0,0,1,0,6
29,2011,0.2,43.71894,-80.4695,NA,NA,NA,3201.294033,NA,2.38129032258065,3.06571428571429,3.4858064516129,3.80333333333333,4.65096774193548,3.13166666666667,0.959677419354839,5.9963475143871,9.94797070864643,15.6804756319484,20.14510507744,19.5341526371484,21.8447687269433,22.1172173032032,43.9970967741936,107.187142857143,138.072580645161,109.405666666667,16.3854838709677,0.230581612903226,0.260952857142857,0.362381290322581,0.621366333333333,1.11018774193548,1.33626966666667,1.71540193548387,-9.65322580645161,-7.55964285714286,-3.10322580645161,5.2445,12.7937096774194,16.7121666666667,21.4477419354839,0,0,0,0,0,0,0,0,0,0,0,0,1,7
30,2011,0.63,43.08346,-80.7266,NA,NA,NA,3583.8058092,NA,2.41709677419355,3.01428571428571,3.93322580645161,4.64766666666667,5.10064516129032,2.39766666666667,1.83,5.60949211401936,10.108806886275,15.5734719289484,18.9518049194433,18.2935510197,21.6666945461367,21.3493538454871,29.8964516129032,91.3378571428571,110.881935483871,62.1303333333333,0.108709677419355,0.269243870967742,0.303584642857143,0.424651290322581,0.706150333333333,1.20009516129032,1.50754366666667,1.91517290322581,-7.85225806451613,-5.86125,-1.2791935483871,6.6155,14.0738709677419,18.4186666666667,23.0701612903226,0,0,1,0,1,0,0,0,0,0,0,1,1,12
31,2011,0.2,44.7154,-75.5582,2011-05-24,2700,1551.32412186864,3322.7972832,2011-07-26,1.03903225806452,2.19321428571429,3.96838709677419,5.38,4.52612903225806,1.925,3.07870967741935,5.67271381886452,10.1022971422786,14.2997992249774,17.7743983525733,18.8285886068935,20.8074700664533,20.0826134920806,25.16,63.9221428571429,81.7877419354839,30.606,0,0.246656129032258,0.248129642857143,0.405719677419355,0.704278666666667,1.17502225806452,1.57622766666667,1.87044967741935,-9.61483870967742,-7.35928571428571,-1.57161290322581,6.87266666666667,14.0393548387097,19.0096666666667,22.2093548387097,0,0,2,1,1,0,0,0,0,0,0,0,0,7
32,2011,0.2,45.2216583,-75.776675,NA,2800,1608.78057082673,3612.5692998,2011-07-18,1.08741935483871,1.9425,3.17774193548387,5.118,3.50935483870968,3.46333333333333,1.63838709677419,5.56844556567097,9.696709781625,14.4828427674419,19.0498079594267,18.0879854460839,21.2623803572233,21.1693551548161,33.8164516129032,70.8771428571429,93.5206451612903,46.7856666666667,0,0.236704838709677,0.249581785714286,0.390753548387097,0.681524666666667,1.18621193548387,1.581543,1.84157967741935,-10.4661290322581,-7.76678571428571,-2.32483870967742,6.52433333333333,14.008064516129,19.2731666666667,22.2714516129032,0,0,2,2,1,2,0,0,0,0,0,1,2,9
33,2011,0.29,44.91674,-75.31918,2011-05-13,2900,1666.23701978483,3548.292327,2011-07-23,0.789677419354839,2.125,3.22258064516129,5.34366666666667,3.96548387096774,1.98066666666667,2.17903225806452,5.81582367254194,10.0313065892536,14.3014736137129,17.65785442343,18.6424107230581,20.79275726583,20.5296088873097,21.2722580645161,56.5385714285714,71.8867741935484,22.29,0,0.249741935483871,0.256404285714286,0.405125161290323,0.714029333333333,1.19981967741935,1.60834466666667,1.89905419354839,-9.60209677419355,-7.18339285714286,-1.64370967741935,7.03016666666667,14.1862903225806,19.398,22.5708064516129,0,0,1,1,1,0,0,0,0,0,0,0,1,10
34,2011,0.2,43.91521,-80.168,NA,2575,1479.50356067101,2996.062833,2011-07-24,3.00935483870968,3.90035714285714,3.58806451612903,4.013,4.69709677419355,2.684,1.04096774193548,5.94306824655484,10.44158329865,17.1773434504032,22.3932182006067,23.1701638163968,22.9611548952533,21.9598473161871,62.4412903225806,164.648214285714,239.84935483871,224.316,122.156451612903,0.209333225806452,0.241012142857143,0.340050322580645,0.557139,0.995249677419355,1.22433433333333,1.61508516129032,-10.4667741935484,-8.06267857142857,-3.46951612903226,4.3695,11.8425806451613,15.9406666666667,20.7406451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,6
35,2011,0.2,44.06227,-78.3189,NA,NA,NA,3474.2805132,NA,1.80838709677419,2.00821428571429,3.53709677419355,3.54266666666667,3.19935483870968,2.141,2.7158064516129,5.80928633615806,9.73257831629286,14.3122524195645,18.5079654446933,18.9536319079387,21.361627628,21.6278207451226,24.5077419354839,64.0653571428571,70.2303225806452,22.6833333333333,0,0.248488064516129,0.288791071428571,0.424281935483871,0.66799,1.1495035483871,1.475877,1.80206,-8.95403225806452,-6.28678571428571,-1.345,5.9775,13.4464516129032,17.7896666666667,21.6958064516129,0,0,2,1,1,0,1,0,0,0,0,0,0,5
36,2011,0.27,44.10127,-77.6496,NA,NA,NA,3586.6224528,NA,2.13161290322581,2.45607142857143,4.07,4.71466666666667,3.28387096774194,2.23266666666667,4.15129032258065,5.90668913387097,9.68178234946071,14.4690730172774,18.5734693359567,18.9682990863774,21.38096340026,20.6609755234194,27.7854838709677,77.1760714285714,85.99,33.4,0,0.255444516129032,0.294910357142857,0.442345483870968,0.693173,1.17321774193548,1.52738266666667,1.86281935483871,-8.58338709677419,-5.93,-0.812741935483871,6.29716666666667,13.7177419354839,18.2031666666667,22.0817741935484,0,0,2,1,1,0,2,0,0,0,0,0,0,6
37,2011,0.2,44.08213,-77.7736,NA,NA,NA,3512.861667,NA,2.22709677419355,2.795,4.12354838709677,4.779,3.56354838709677,2.26233333333333,3.82451612903226,5.80508638814516,9.74608285536429,14.6065196475097,19.0881776556067,18.7889957866677,21.51497742937,20.7382762459323,31.7212903225806,88.5846428571429,104.897096774194,55.4776666666667,0.062258064516129,0.252832903225806,0.287499285714286,0.428401612903226,0.677191333333333,1.15296903225806,1.489464,1.82715129032258,-8.74177419354839,-6.18125,-1.19435483870968,6.08266666666667,13.5303225806452,17.945,21.8590322580645,0,0,2,1,1,0,2,0,0,0,0,0,0,5
38,2011,0.58,44.04719,-78.23626,NA,NA,NA,3487.611339,NA,1.88645161290323,2.07178571428571,3.62806451612903,3.73533333333333,3.31612903225806,2.21166666666667,2.78483870967742,5.97786282707419,9.88037184919643,14.5428112920032,18.75719210814,19.0106567050161,21.2511943295567,21.5476766066839,26.0729032258065,66.2685714285714,72.5245161290323,24.209,0,0.24921935483871,0.288778928571429,0.425489032258065,0.669357666666667,1.14954322580645,1.48726166666667,1.81672774193548,-8.9408064516129,-6.25946428571429,-1.31870967741935,5.99383333333333,13.4562903225806,17.8531666666667,21.7474193548387,0,0,2,1,1,0,1,0,0,0,0,0,0,5
39,2011,0.2,44.0314,-78.5315,NA,NA,NA,3487.78485,NA,1.79258064516129,1.97571428571429,3.50032258064516,3.49266666666667,3.31096774193548,2.067,2.57064516129032,5.7667900543,9.68269849044286,14.1958558882258,18.15846538553,18.8648152775452,21.3324313278233,21.5182242037323,23.0745161290323,60.7207142857143,58.9254838709677,17.3443333333333,0,0.255498064516129,0.294734285714286,0.426273870967742,0.671608,1.1525135483871,1.48064166666667,1.82206741935484,-8.64,-6.12928571428571,-1.31129032258065,6.02366666666667,13.4206451612903,17.8005,21.8135483870968,0,0,2,0,1,0,1,0,0,0,0,0,0,5
